fecha,car purchase amount,age,annual Salary,credit card debt,net worth,gender
2020-03-10,49392.8897,52.07227701,66478.00967,13685.88702,356553.3996,1
2020-03-11,30841.00154,45.18543793,50280.0045,11350.49408,230728.3008,1
2020-03-12,49373.37555,56.2157522,57393.82872,5627.803654,411831.0371,0
2020-03-13,41903.65171,40.91485207,63429.93141,10676.21884,481335.3582,0
2020-03-14,45058.8969,47.78972925,59139.2108,4630.544424,473845.8546,1
2020-03-15,52991.52667,56.04151533,67015.19372,13000.41369,355157.6417,1
2020-03-16,50958.08115,46.96078061,69157.4521,15791.61176,506986.9824,0
2020-03-17,41357.17897,53.3541878,50867.94007,16732.30638,344916.1768,1
2020-03-18,44434.71917,56.51952929,53450.90036,8740.723093,309113.0627,1
2020-03-19,38502.42392,39.1476732,70463.99084,10059.55406,278799.6958,0
2020-03-20,41221.24918,45.22565147,52697.15192,861.8166529,540805.494,0
2020-03-21,38399.46139,33.02638894,71055.41924,6147.918843,441527.0144,1
2020-03-22,41456.68097,44.30297784,55406.46215,9522.576495,523251.2663,1
2020-03-23,30394.82494,39.71715527,48567.07462,9724.031647,407401.3776,1
2020-03-24,42384.05128,39.90467755,69506.62127,5449.471997,409293.2658,0
2020-03-25,39002.0771,36.72080894,69453.71659,9565.830875,386128.1333,1
2020-03-26,19553.2739,40.17883971,36929.35124,9719.192898,245664.3652,1
2020-03-27,45167.32542,44.48691527,63087.95261,11024.02643,496856.4912,1
2020-03-28,36019.9556,43.42751716,50889.34054,11041.17891,448601.9484,0
2020-03-29,50937.93844,58.42573253,58065.25694,4204.920492,388498.5102,1
2020-03-30,12895.71468,32.09408141,20000.0,14261.80773,579181.6552,1
2020-03-31,38955.21919,49.95601436,60536.20406,8244.470226,173079.1798,1
2020-04-01,51221.04249,58.61073311,50667.69759,9871.403591,536665.0464,1
2020-04-02,25971.95673,42.37110355,44376.62221,13865.09055,259049.2824,1
2020-04-03,60670.33672,49.53216133,75958.28349,10562.90377,635512.3606,0
2020-04-04,54075.12064,53.22984863,70896.72853,11794.73914,398746.8458,1
2020-04-05,40004.87142,46.69611835,56009.73073,11030.2654,391848.6041,1
2020-04-06,61593.52058,46.24573524,90556.62686,13872.5667,479586.9387,0
2020-04-07,39503.38829,43.38998458,71716.45662,8870.714301,165866.2,1
2020-04-08,52474.71839,48.92140102,68502.10943,5831.118245,515084.1891,0
2020-04-09,42187.6828,43.14281871,46261.42666,16767.2636,759479.4596,0
2020-04-10,57441.44414,52.65668022,61858.19077,5189.083564,706977.053,1
2020-04-11,22681.71667,35.62487152,49483.83262,11811.25253,242292.92,1
2020-04-12,33640.73697,30.49235339,68289.18229,7357.787011,404457.3099,1
2020-04-13,31540.77868,37.37157248,47399.22827,14562.64194,537744.1324,0
2020-04-14,60461.24268,48.47639595,63975.0609,10614.85449,891439.8761,0
2020-04-15,45738.3343,43.77824898,75460.52362,6280.929547,296972.4085,0
2020-04-16,34803.82395,41.7960136,51075.46118,12416.84845,450402.2932,0
2020-04-17,34642.6024,49.59716524,42433.54619,7335.524826,386057.421,1
2020-04-18,27586.71854,30.34945876,61922.8971,10366.50326,323453.2022,1
2020-04-19,54973.02495,41.85495363,69946.93924,9010.648633,778537.2095,1
2020-04-20,49142.51174,46.07172662,73476.42249,9656.806156,386287.0208,1
2020-04-21,58840.53964,55.15697275,75571.20188,12887.54899,416540.299,1
2020-04-22,57306.32866,43.62606334,82573.01132,1696.989764,562605.0655,0
2020-04-23,51941.6756,58.46660793,50649.64492,11211.72016,565932.1861,0
2020-04-24,30240.60975,42.10214563,53427.46192,7903.103591,238529.6336,1
2020-04-25,67120.89878,56.85236475,75247.18061,13258.46631,659279.2011,1
2020-04-26,42408.02625,43.03106903,69175.19403,6039.594519,325701.4083,1
2020-04-27,41451.71843,34.68196128,84171.16719,12719.64415,244310.5736,0
2020-04-28,42592.88647,42.91579507,45721.66835,14250.52398,790526.5507,0
2020-04-29,34521.17618,35.04323865,54355.7595,10008.76797,573052.0119,0
2020-04-30,42213.69644,34.49805732,77206.48386,8493.098575,411070.4828,1
2020-05-01,41913.53713,47.74046488,57005.18595,12416.79083,408147.0405,0
2020-05-02,59416.18101,52.86426773,65809.10782,4820.839445,692401.4668,1
2020-05-03,51402.61506,47.14546675,65468.1442,7248.54142,588570.8903,0
2020-05-04,54755.42038,54.19945546,60991.82443,7329.22851,586368.9293,0
2020-05-05,47143.44008,50.75725473,61809.07451,2620.079459,407733.5229,0
2020-05-06,64391.68906,59.46215292,66905.47644,10077.49592,651215.6435,0
2020-05-07,37252.55194,48.98804889,65131.25015,6206.922109,53366.13861,0
2020-05-08,52665.36511,51.03125632,83626.30783,8458.749819,167031.5554,1
2020-05-09,44001.20706,39.84482154,64328.27892,13860.43821,567357.0264,0
2020-05-10,51551.67997,53.38095524,69255.98753,18361.24915,339207.2774,1
2020-05-11,38243.66481,45.01374936,60575.12604,8088.344365,291360.0291,1
2020-05-12,39766.64804,45.40244083,63729.12568,12507.19736,271430.0543,0
2020-05-13,40077.57289,37.40628431,64315.73671,14871.36126,502946.8819,0
2020-05-14,33131.52734,42.60482241,51419.01644,9026.061543,362564.346,0
2020-05-15,48622.66097,47.69031054,53870.48483,14720.53399,701782.528,0
2020-05-16,47693.23482,48.7314504,56895.23153,9851.578109,580950.3967,0
2020-05-17,39410.4616,47.96813163,52534.20778,7583.753853,401955.501,1
2020-05-18,33428.40183,44.50599147,52632.97124,12348.67783,293999.9427,1
2020-05-19,32700.27871,43.05947066,42375.21424,6062.60136,510039.1484,1
2020-05-20,62864.43011,61.6304836,65617.29175,14392.28833,560593.416,0
2020-05-21,29425.83001,46.02807589,49398.74439,6994.617316,174525.8426,1
2020-05-22,44418.60955,51.22247207,63869.64928,12860.65824,260269.0963,0
2020-05-23,36645.5609,43.89487464,60871.18248,4397.947571,262959.2506,1
2020-05-24,53655.53859,57.45859813,68090.5087,6181.970908,316064.0338,0
2020-05-25,45977.12502,59.77886094,54122.87827,15164.87506,254617.2609,0
2020-05-26,38504.39444,38.60885156,59316.93704,12296.34158,510811.3695,1
2020-05-27,47935.9394,61.10319817,38779.18396,12758.89583,581497.8874,0
2020-05-28,60222.22672,49.61576865,88292.73205,10799.1381,378357.9385,1
2020-05-29,38930.55234,37.49764004,68688.40199,15796.31838,375889.6381,1
2020-05-30,27810.21814,45.49732494,51906.85022,13686.96935,85520.85055,1
2020-05-31,47604.34591,49.83912893,52373.79446,11347.62967,633383.4925,1
2020-06-01,42356.6895,31.74162964,73768.12453,8132.073716,562663.8116,0
2020-06-02,31300.54347,33.77526933,55576.84068,9396.008371,475126.1252,0
2020-06-03,42369.64247,45.05203632,59689.81438,14862.84011,449895.3046,1
2020-06-04,31837.22537,50.21957282,55381.53225,5088.239017,20000.0,0
2020-06-05,26499.31418,51.3001589,34154.77654,5316.010491,216355.3406,0
2020-06-06,38172.83602,52.51683609,54382.7481,6940.056371,191168.4476,0
2020-06-07,39433.40631,34.16409192,65919.59731,7594.363993,543789.7212,0
2020-06-08,37714.31659,55.98961549,39488.45582,10992.33383,363561.1972,0
2020-06-09,57125.41541,57.28482392,72637.84482,14938.50613,352507.9012,1
2020-06-10,46453.34819,47.65948559,67247.07698,9851.689538,368344.0637,1
2020-06-11,43855.06077,40.41469076,71271.84407,13122.45694,411045.8332,0
2020-06-12,55592.70383,50.41432737,71693.44742,14421.48298,517480.0937,0
2020-06-13,42484.02283,46.54726629,57860.53103,7146.192574,445745.5544,0
2020-06-14,40879.19107,38.7080482,69142.08412,8707.511532,399124.4489,1
2020-06-15,20653.21409,36.195148,52477.66494,12071.41684,97706.89181,1
2020-06-16,35438.80549,44.10061144,47592.04749,13167.65763,473101.0273,1
2020-06-17,36112.79346,46.86775698,48123.36983,921.5340234,405550.1689,0
2020-06-18,38182.30465,33.20331461,76916.41515,13923.96207,315183.5688,1
2020-06-19,41026.02421,42.43201208,65714.46469,12557.08133,362707.0273,1
2020-06-20,27889.95197,47.44707409,40346.06491,11505.89906,255922.473,1
2020-06-21,43724.4896,40.14234782,71148.20248,7917.65097,416817.4673,0
2020-06-22,57430.76903,54.11381978,81757.66856,7500.778414,278181.8354,1
2020-06-23,41104.07108,38.41372649,64867.14911,13962.95284,498441.5687,0
2020-06-24,49050.85378,40.42154558,70051.94033,4701.316175,613706.5421,0
2020-06-25,41265.52929,45.34128933,62043.16623,4980.668295,357639.0334,1
2020-06-26,64545.16339,51.03137709,85186.48921,12413.0319,546630.5284,0
2020-06-27,29052.09521,38.40326499,47127.41632,10221.15388,427011.4954,1
2020-06-28,30719.8156,33.97602872,61177.08698,9837.222432,340663.3261,1
2020-06-29,38763.11306,50.24618129,57770.36488,8628.434025,211765.2494,1
2020-06-30,39331.20127,42.144445,60432.40367,11417.46257,415005.3584,0
2020-07-01,32608.45468,32.92895606,58999.88858,6904.420412,478422.7973,1
2020-07-02,58045.56257,56.07496279,62645.95516,11431.22966,613242.1668,1
2020-07-03,54387.27727,56.68908614,68782.15718,9810.75269,350157.8394,0
2020-07-04,36638.20688,37.36322599,67545.96382,7171.466112,322905.4592,1
2020-07-05,39522.13129,50.75886005,42415.48867,5205.008323,520997.2385,0
2020-07-06,42978.34626,62.667962,44617.98314,9683.735879,251702.1158,0
2020-07-07,60865.76396,52.68904044,72226.5603,5817.153854,623033.482,1
2020-07-08,46380.44732,51.27542204,48958.90535,2418.86434,615672.4681,1
2020-07-09,56579.90338,48.24884664,86067.83527,9181.06743,335652.6234,1
2020-07-10,42774.35579,41.17366372,65554.4018,12026.57975,462613.8587,1
2020-07-11,37879.65385,38.55101952,69248.4953,6445.784981,298246.0609,0
2020-07-12,45208.42539,45.44389242,59331.23555,10027.53449,543313.3454,0
2020-07-13,56229.4127,70.0,52323.2448,12438.85648,346555.1716,0
2020-07-14,50455.11935,51.22046152,63552.85175,9347.50353,474763.4696,0
2020-07-15,49721.31082,50.96113207,75116.10613,5969.666602,232607.3907,0
2020-07-16,31696.99679,41.94840202,38284.02013,15467.78745,587010.5521,0
2020-07-17,49220.0218,49.93151869,55293.50777,9465.090098,629764.2743,1
2020-07-18,46188.83514,39.84583613,63210.76235,3657.863218,664431.3966,1
2020-07-19,36086.93161,44.31436254,54918.38749,8920.385015,347017.8331,1
2020-07-20,43264.04965,52.13426592,57262.79581,7793.073201,322150.3542,0
2020-07-21,40660.38317,40.60178125,72299.9501,11544.93385,275389.0701,1
2020-07-22,51683.60859,57.00689841,50241.48985,14817.70896,607395.0183,0
2020-07-23,44525.02085,53.76273185,65834.56889,15353.25774,152012.353,0
2020-07-24,48518.90163,50.49435621,60382.17885,11302.88277,490444.4111,1
2020-07-25,45805.30588,37.26933248,68691.17086,16305.78907,619707.4203,1
2020-07-26,54850.38742,51.84166929,65446.65687,8491.586154,571564.7901,0
2020-07-27,32478.44758,43.04031367,42978.34284,8884.11069,491193.3773,0
2020-07-28,42209.28948,52.39396613,58143.06285,9686.119304,261152.8211,0
2020-07-29,55125.93237,64.05419444,61666.2852,11672.72382,299854.2186,0
2020-07-30,47984.42062,50.98384935,64854.33966,3247.887523,371240.2413,0
2020-07-31,43405.89086,55.04901266,45757.15568,11207.01556,465709.8937,0
2020-08-01,44577.44829,47.44390371,73096.50927,10743.793,196421.7402,1
2020-08-02,37744.54285,36.3286175,67249.05932,12998.47232,396793.4734,1
2020-08-03,47805.25605,38.83483235,77165.81297,8737.20319,478853.3217,0
2020-08-04,44846.68557,45.42714869,72316.18286,8728.916803,279393.491,1
2020-08-05,46643.26581,46.56694116,68431.27055,14088.90642,383693.2041,1
2020-08-06,56563.98675,47.05691571,62311.11641,9832.05731,830430.3692,0
2020-08-07,41673.44617,60.17319938,53229.14547,10756.60888,112127.2567,0
2020-08-08,61118.46947,59.39902491,77662.1109,13444.89631,331460.4727,1
2020-08-09,37303.56701,36.40803286,69494.69783,20000.0,335809.6171,1
2020-08-10,46892.26617,47.4509492,61063.35631,12066.26571,509543.0859,0
2020-08-11,56457.74038,37.8936486,79368.91741,13501.92659,761935.5177,1
2020-08-12,45509.69732,41.56343675,61693.44352,10835.25736,620522.3842,1
2020-08-13,27625.44144,32.78689927,47211.66812,4295.225339,539365.9366,1
2020-08-14,46389.50237,39.01360284,69897.75291,9624.908869,565814.725,1
2020-08-15,29002.05665,39.43529081,63675.93263,9631.974905,74257.82785,0
2020-08-16,51355.7106,54.73045672,72302.03223,10813.75655,234159.0793,1
2020-08-17,42011.19965,45.09515473,63687.4988,13421.36821,358615.9327,0
2020-08-18,52654.40455,50.69496793,63678.15468,5011.615145,563498.6636,1
2020-08-19,44432.71747,49.46168599,77435.46545,6922.152838,48620.32123,0
2020-08-20,46054.60253,45.85016782,62721.40514,16127.56619,494985.5363,1
2020-08-21,58235.41454,53.14119207,70842.83518,9536.899689,545946.9996,1
2020-08-22,42990.29255,38.93027639,55285.98625,17462.07506,734443.6969,1
2020-08-23,50702.18103,42.62791487,72002.0552,14709.65824,568947.7487,1
2020-08-24,47009.57741,69.56930586,41434.51258,6810.555606,252220.2937,1
2020-08-25,49399.97041,50.71732637,60404.38394,4198.839128,513974.6812,0
2020-08-26,42997.16761,51.77261249,65239.06468,7437.211028,168703.3385,0
2020-08-27,44434.98419,45.13851753,62939.12851,632.0528524,455589.7973,1
2020-08-28,46325.50959,47.68088058,60608.40313,8233.280719,492113.0067,0
2020-08-29,46846.7305,48.04509497,56118.39601,9242.775995,586717.4715,1
2020-08-30,56499.10202,47.79216388,86706.33333,9653.26498,333543.693,0
2020-08-31,42773.75905,57.27478648,41236.36497,9399.342975,466988.2602,1
2020-09-01,52313.98392,46.27084405,77146.27598,7903.33495,418764.5061,1
2020-09-02,34139.6373,44.35361663,56437.30404,10461.98276,249182.7848,0
2020-09-03,60763.24731,65.22488117,70703.85013,5025.365518,284991.7415,1
2020-09-04,66158.69494,57.24274098,69810.46265,4684.556433,720423.8157,0
2020-09-05,31215.6421,46.60008704,54279.39597,5699.184814,124979.0501,1
2020-09-06,46135.27233,36.11724689,70334.42787,9823.218967,632600.4718,0
2020-09-07,56973.18105,56.77294754,59168.00751,10474.44187,623487.5952,0
2020-09-08,24184.07443,32.87492543,61889.61618,12024.48457,133226.0617,0
2020-09-09,49079.61942,43.25105758,66013.95174,7039.540023,610942.1408,1
2020-09-10,37093.92033,46.20524085,55434.04046,18693.14652,316906.6441,1
2020-09-11,43401.56612,45.26036406,68499.69447,15436.79968,308445.8598,0
2020-09-12,29092.1311,42.80386517,54749.88645,7631.687821,152883.3519,1
2020-09-13,48349.16457,37.94194499,74590.25495,5614.004976,573441.9724,1
2020-09-14,33261.00057,39.69651573,67772.66646,6887.248301,134188.4492,1
2020-09-15,41327.16554,42.69544169,62563.57825,6130.305181,426488.7459,1
2020-09-16,49336.11628,41.87168381,70361.01504,12024.72511,575500.7687,0
2020-09-17,51405.55229,51.29771627,74810.89471,13658.34201,286849.7875,0
2020-09-18,31249.98803,37.72282353,49346.405,5827.820346,479685.9824,0
2020-09-19,43598.96993,41.22493528,73426.08521,14822.79645,336867.7147,1
2020-09-20,48300.02057,54.49187591,47684.46306,10128.76114,613372.8917,1
2020-09-21,54013.47595,45.21937869,72939.83195,7787.204492,589669.6573,0
2020-09-22,38674.66038,40.76074066,72277.82609,13580.87747,202710.1294,0
2020-09-23,37076.82508,40.36205839,53921.33351,9046.18109,515305.4841,1
2020-09-24,37947.85125,31.8336316,65312.96755,11398.82486,572037.8859,0
2020-09-25,41320.07256,54.12700263,55619.34152,11212.43791,229070.5491,0
2020-09-26,66888.93694,55.34658335,70914.59993,9644.41026,779143.6005,0
2020-09-27,12536.93842,35.37515645,33422.99683,8570.611562,211168.6293,0
2020-09-28,39549.13039,46.30647788,53382.42693,5055.43571,438491.876,0
2020-09-29,52709.08196,45.19479436,74173.39239,11315.59626,521404.2386,1
2020-09-30,53502.97742,49.89768983,53587.12801,8501.49728,811594.0392,0
2020-10-01,52116.90791,54.22262982,58011.6339,9822.426192,552454.0263,1
2020-10-02,38705.65839,28.74024358,69171.95281,6354.833826,613104.784,1
2020-10-03,48025.02542,55.54961038,66779.91374,14300.12614,202576.6196,1
2020-10-04,59483.91183,54.16455309,79173.0767,6913.05683,397700.1404,0
2020-10-05,35911.64559,33.19434796,63065.12164,8907.661779,505897.3041,0
2020-10-06,41034.28343,47.79777532,65530.36401,8774.069514,210573.7042,0
2020-10-07,51730.17434,48.93654638,63732.3931,12848.20061,581620.4824,0
2020-10-08,53021.86074,54.61385876,62689.53964,8732.143355,481513.5074,0
2020-10-09,32828.03477,41.86361457,51539.93045,6932.950306,371355.6935,0
2020-10-10,29417.64694,40.8753749,59060.08664,5841.612044,136346.3069,1
2020-10-11,57461.51158,53.05501309,62713.78149,11498.03993,679435.1745,1
2020-10-12,50441.62427,52.77569606,44747.66132,4975.144559,793986.6155,1
2020-10-13,41575.34739,43.50671123,65529.70333,3932.838165,353929.5495,0
2020-10-14,46412.47781,41.80848339,62426.52379,6619.929677,630411.2698,0
2020-10-15,47610.11718,40.60183491,73498.30715,3066.939924,491904.1899,0
2020-10-16,70878.29664,48.25655639,86565.15641,13701.79986,819002.1748,0
2020-10-17,55543.38497,63.41453115,46549.16329,640.045378,626163.832,0
2020-10-18,53848.7555,58.9815941,70111.5398,7949.463649,239217.6732,1
2020-10-19,39904.81613,45.27895873,66747.66857,9691.23462,221290.9818,1
2020-10-20,44736.41097,47.45421163,72025.6768,6988.652757,222341.0342,1
2020-10-21,46937.17422,49.4022674,70737.29383,13851.11162,266765.477,1
2020-10-22,28440.81268,39.98349575,57455.7609,12186.02793,159727.8753,1
2020-10-23,38148.00163,41.37223373,60657.59355,3331.304747,392177.789,1
2020-10-24,42747.53925,46.75803824,50694.42707,10881.90102,587858.6295,0
2020-10-25,29670.83337,27.44024624,55369.72784,10888.93494,606851.1696,0
2020-10-26,63038.20422,46.34274109,82425.64679,7525.252104,684273.5913,1
2020-10-27,63248.76188,50.50648739,82094.10712,1065.607589,577272.6805,0
2020-10-28,42321.56548,43.09147264,74090.51299,10877.69223,225670.1288,0
2020-10-29,44463.30502,31.97176907,73935.74201,8253.583457,625484.0917,0
2020-10-30,67092.23276,62.86886081,75719.22986,10515.28135,474485.6659,1
2020-10-31,22091.11839,35.39291819,47054.14246,7234.672092,275762.4836,1
2020-11-01,40022.17406,49.62207396,42003.01617,6052.844775,579220.0393,1
2020-11-02,56071.61377,50.69628655,74418.55717,8632.699007,472761.6208,0
2020-11-03,49442.12107,54.40906192,52786.1971,9246.813159,556014.9704,1
2020-11-04,42497.72862,37.07521505,78804.99824,12710.00309,315058.7167,0
2020-11-05,37084.77621,44.2639884,66932.47176,11033.16277,149761.1281,0
2020-11-06,51866.48719,57.10507937,56066.07685,5235.7599,497876.2478,1
2020-11-07,35716.31133,47.48853379,48591.57177,14309.21115,364858.7148,0
2020-11-08,39892.93343,52.00403731,38213.88844,11492.74174,579059.3132,0
2020-11-09,35781.16156,52.47484301,56444.76848,11932.73881,69821.6376,1
2020-11-10,42866.21274,47.78541236,67080.6142,7880.423663,244188.0008,0
2020-11-11,80000.0,55.01756589,83333.81054,9874.075327,1000000.0,1
2020-11-12,60526.97788,46.52064185,73502.12458,11132.39299,765711.6025,0
2020-11-13,59758.73247,44.74440761,88816.02695,9317.22195,493592.1764,1
2020-11-14,39606.24598,39.6048097,70381.37499,6718.857016,305253.2658,1
2020-11-15,58641.71051,47.42452905,67647.74764,8767.783547,787984.2882,1
2020-11-16,52983.89411,45.01562039,79781.90126,11148.10325,427287.6277,0
2020-11-17,50666.88173,49.10443956,64665.39122,7404.080751,521815.7353,1
2020-11-18,59625.02618,60.18011891,58837.97088,12788.81573,622324.7499,0
2020-11-19,22630.25982,33.81125185,49607.23466,9344.32377,290711.867,0
2020-11-20,41137.89459,36.3750977,67032.16445,7666.5303,516738.1724,0
2020-11-21,53496.48183,51.3613807,65245.57379,11554.2723,542777.4892,0
2020-11-22,36543.93642,42.2652013,56174.3433,10394.57246,398011.5804,0
2020-11-23,43503.97349,48.09742994,47227.01542,11312.51035,642335.1021,0
2020-11-24,31146.71078,35.37227549,40300.49467,8828.164449,719846.9824,1
2020-11-25,31526.04931,44.23255578,45504.74866,9245.466786,374777.6929,1
2020-11-26,31083.70271,48.07331843,50017.38154,7514.393035,160487.0006,0
2020-11-27,45366.35963,47.47086936,66226.72902,8511.814921,356213.0776,1
2020-11-28,25252.93221,31.24483833,41361.95045,10755.50842,615720.0425,0
2020-11-29,39888.59789,45.34659851,56687.41273,9050.284083,414034.6096,1
2020-11-30,52240.72866,48.70123214,68114.60169,11633.95265,521061.1115,0
2020-12-01,39911.6116,61.31742411,51086.88482,12254.53943,59630.07789,0
2020-12-02,45857.75365,50.67226399,71921.45038,6354.372629,169714.2655,0
2020-12-03,30826.10903,35.48520024,56807.01728,8851.564939,385250.7163,1
2020-12-04,39422.79389,52.51971144,43019.8475,8527.034281,454791.7251,0
2020-12-05,34678.83226,42.12055603,63875.20999,11397.68601,188327.5831,1
2020-12-06,23517.91983,39.12031813,41587.39238,5397.031602,322891.7787,1
2020-12-07,28733.68779,38.10594756,49661.96712,4679.441732,375654.1472,1
2020-12-08,59096.26978,40.75219483,92471.17612,5404.397644,515717.7476,0
2020-12-09,50188.86612,43.70539661,70136.82862,7765.975483,555993.1081,0
2020-12-10,35659.12237,43.07820399,52664.71719,14435.74305,411932.8191,1
2020-12-11,46398.35204,38.63314682,55618.06942,7557.657205,854283.5574,1
2020-12-12,32291.18978,33.24696771,54912.44043,8203.56263,537572.1338,0
2020-12-13,49079.29461,46.91189053,56692.78044,7946.435929,685541.6501,0
2020-12-14,49348.88394,45.30594136,63561.04525,3730.11972,608019.6308,0
2020-12-15,41427.59797,50.72631901,62788.93529,13224.45167,192514.6431,1
2020-12-16,24221.99937,42.1200795,38453.86033,15283.41752,320834.0102,0
2020-12-17,44424.07681,55.25607797,59486.27073,6515.336778,228434.0508,0
2020-12-18,60390.06616,62.46308509,68149.63056,9560.448204,401916.0981,1
2020-12-19,42793.9932,51.56054437,49393.46784,11521.6189,475263.2759,0
2020-12-20,46935.72774,51.10053283,72262.20245,12124.82386,187821.0958,0
2020-12-21,58667.06865,62.62575416,64494.39535,8765.624109,408679.8596,1
2020-12-22,38042.80065,45.56856449,54362.70307,15647.35449,388898.069,1
2020-12-23,39270.57909,46.55637266,55657.65681,9625.399586,377424.6157,1
